date,temperature_2m,humidity,dewpoint_2m,apparent_temperature,pressure,precipitation
1984-01-16,24.554166666666664,89.08333333333333,22.545833333333334,28.96666666666667,1006.3833333333333,1.5999999999999999
1984-01-17,24.670833333333334,88.95833333333333,22.608333333333334,29.229166666666668,1005.7583333333333,0.7
1984-01-18,24.2625,90.08333333333333,22.491666666666664,28.570833333333336,1005.3874999999999,2.3
1984-01-19,24.5625,88.54166666666667,22.454166666666666,28.991666666666664,1005.25,0.4
1984-01-20,24.479166666666668,85.875,21.770833333333332,28.46666666666667,1006.4541666666668,0.30000000000000004
1984-01-21,24.316666666666666,83.08333333333333,20.991666666666667,28.266666666666666,1006.2333333333332,0.0
1984-01-22,23.583333333333332,82.20833333333333,20.120833333333334,26.829166666666666,1006.3125,0.0
1984-01-23,23.179166666666664,82.83333333333333,19.854166666666668,26.395833333333332,1007.4166666666666,0.0
1984-01-24,23.770833333333332,79.91666666666667,19.8125,26.691666666666666,1008.8416666666667,0.0
1984-01-25,23.391666666666666,80.125,19.5125,25.71666666666667,1009.3375,0.0
1984-01-26,23.7375,78.625,19.5,26.083333333333332,1008.9583333333334,0.0
1984-01-27,23.554166666666664,78.25,19.329166666666666,25.4375,1008.6916666666666,0.2
1984-01-28,23.625,85.58333333333333,20.995833333333334,26.95,1007.6875,9.7
1984-01-29,23.945833333333336,90.29166666666667,22.195833333333336,27.96666666666667,1006.7624999999999,12.5
1984-01-30,24.420833333333334,85.625,21.741666666666664,27.754166666666666,1007.4333333333334,1.0
1984-01-31,24.337500000000002,75.79166666666667,19.541666666666668,26.608333333333334,1008.4125,0.0
1984-02-01,24.1375,76.41666666666667,19.462500000000002,26.308333333333334,1008.0041666666666,0.0
1984-02-02,23.895833333333332,73.83333333333333,18.6875,25.72083333333333,1007.1041666666666,0.0
1984-02-03,24.379166666666666,71.04166666666667,18.658333333333335,26.0,1006.3249999999999,0.0
1984-02-04,24.275000000000002,83.75,21.3125,27.175,1005.2125,24.3
1984-02-05,24.079166666666666,88.33333333333333,21.979166666666668,27.3875,1004.225,7.1000000000000005
1984-02-06,23.179166666666664,93.75,22.129166666666666,26.28333333333333,1004.9958333333334,34.9
1984-02-07,23.28333333333333,94.25,22.325,27.3,1005.225,13.2
1984-02-08,24.620833333333334,85.83333333333333,21.97083333333333,28.058333333333334,1005.5708333333333,2.1
1984-02-09,24.816666666666666,83.83333333333333,21.71666666666667,28.058333333333334,1006.225,1.3
1984-02-10,24.84166666666667,83.45833333333333,21.758333333333336,28.120833333333334,1005.6125000000001,0.6000000000000001
1984-02-11,24.420833333333334,89.75,22.583333333333332,28.28333333333333,1005.5458333333332,16.099999999999998
1984-02-12,23.695833333333336,93.66666666666667,22.608333333333334,27.675,1006.3416666666667,28.099999999999998
1984-02-13,23.629166666666666,92.04166666666667,22.212500000000002,27.625,1006.4458333333333,17.1
1984-02-14,23.754166666666666,87.54166666666667,21.491666666666664,26.629166666666666,1007.3291666666668,9.9
1984-02-15,23.837500000000002,84.5,21.033333333333335,26.304166666666664,1007.3625000000001,4.4
1984-02-16,23.458333333333332,91.20833333333333,21.925,27.208333333333332,1007.1208333333334,22.0
1984-02-17,23.541666666666668,92.58333333333333,22.254166666666666,27.708333333333332,1007.6458333333334,14.5
1984-02-18,24.416666666666668,88.5,22.3,28.587500000000002,1007.9958333333334,4.3
1984-02-19,25.104166666666668,87.625,22.78333333333333,29.758333333333336,1008.1083333333332,0.8
1984-02-20,25.2,89.04166666666667,23.179166666666664,30.054166666666664,1008.3666666666667,1.3
1984-02-21,25.5,86.91666666666667,23.0125,30.208333333333332,1008.225,0.6000000000000001
1984-02-22,24.95,83.08333333333333,21.641666666666666,28.9875,1008.0666666666666,0.0
1984-02-23,24.837500000000002,82.70833333333333,21.412499999999998,28.829166666666666,1008.125,0.0
1984-02-24,24.974999999999998,81.79166666666667,21.40416666666667,28.645833333333332,1008.025,0.0
1984-02-25,25.116666666666664,80.875,21.337500000000002,28.579166666666666,1008.2833333333333,0.1
1984-02-26,24.945833333333336,77.66666666666667,20.520833333333332,27.608333333333334,1008.3958333333334,0.0
1984-02-27,24.754166666666666,72.04166666666667,19.1125,26.59166666666667,1008.2375000000001,0.0
1984-02-28,24.766666666666666,74.25,19.804166666666667,26.7,1007.5083333333333,0.0
1984-02-29,24.883333333333336,75.83333333333333,20.133333333333333,27.429166666666664,1008.7083333333334,0.6
1984-03-01,24.666666666666668,75.41666666666667,19.804166666666667,26.858333333333334,1009.5958333333333,0.0
1984-03-02,25.166666666666668,73.66666666666667,19.916666666666668,27.4875,1009.3333333333334,0.0
1984-03-03,24.287499999999998,87.125,21.95,27.912499999999998,1008.9083333333333,14.3
1984-03-04,23.941666666666666,92.54166666666667,22.616666666666664,28.1875,1008.3416666666667,18.2
1984-03-05,24.6875,90.58333333333333,22.958333333333332,29.3,1006.9000000000001,15.1
1984-03-06,24.820833333333336,89.0,22.804166666666664,29.391666666666666,1006.7624999999999,6.9
1984-03-07,25.03333333333333,89.33333333333333,23.0625,29.8125,1006.9083333333333,8.4
1984-03-08,25.474999999999998,86.45833333333333,22.97083333333333,30.237499999999997,1006.6458333333334,0.30000000000000004
1984-03-09,26.09583333333333,82.66666666666667,22.65833333333333,30.695833333333336,1006.2083333333334,0.0
1984-03-10,26.4375,82.66666666666667,22.870833333333334,31.141666666666666,1005.9125,0.0
1984-03-11,26.820833333333336,83.0,23.366666666666664,31.75,1006.1458333333334,0.0
1984-03-12,26.929166666666664,82.70833333333333,23.4875,31.983333333333334,1005.8833333333333,0.0
1984-03-13,26.65416666666667,82.33333333333333,23.087500000000002,31.566666666666666,1005.5291666666667,0.0
1984-03-14,26.5625,81.54166666666667,22.829166666666666,31.366666666666664,1006.2833333333333,0.0
1984-03-15,25.704166666666666,80.95833333333333,21.829166666666666,30.0125,1007.6791666666667,0.0
1984-03-16,24.991666666666664,80.91666666666667,21.095833333333335,29.03333333333333,1009.0,0.0
1984-03-17,25.120833333333334,77.91666666666667,20.404166666666665,28.787499999999998,1008.7083333333334,0.0
1984-03-18,25.829166666666666,75.75,20.441666666666666,29.508333333333336,1006.6583333333333,0.0
1984-03-19,25.870833333333334,72.375,19.466666666666665,29.087500000000002,1006.8791666666666,0.0
1984-03-20,24.97083333333333,73.45833333333333,19.166666666666668,27.954166666666666,1007.9208333333332,0.0
1984-03-21,24.691666666666666,74.54166666666667,19.195833333333333,27.9375,1008.0375,0.0
1984-03-22,24.958333333333332,76.375,19.79583333333333,28.358333333333334,1007.1,0.0
1984-03-23,25.133333333333336,79.625,20.904166666666665,28.875,1006.6083333333332,0.0
1984-03-24,25.1375,78.125,20.5125,28.833333333333332,1006.9166666666666,0.0
1984-03-25,25.78333333333333,78.875,21.412499999999998,30.008333333333336,1006.3791666666666,0.0
1984-03-26,26.929166666666664,79.25,22.608333333333334,31.650000000000002,1006.975,0.0
1984-03-27,27.291666666666668,80.375,23.2625,32.362500000000004,1007.5958333333333,0.0
1984-03-28,27.558333333333334,79.66666666666667,23.316666666666666,32.608333333333334,1007.7291666666666,0.0
1984-03-29,27.629166666666666,78.91666666666667,23.22083333333333,32.729166666666664,1005.8833333333333,0.0
1984-03-30,27.933333333333334,76.83333333333333,22.925,32.6,1005.1625,0.0
